question_id,n_attempts,discrimination_index,p_value,correct_rate,avg_time_sec,flag,section,subtopic,difficulty_tag
Q03595,10,-0.0675,0.853105,0.3,65.6,negative_discrimination,Logical Reasoning,Direction Sense,Medium
Q02363,13,-0.0675,0.826532,0.4615,51.4,negative_discrimination,Quantitative Aptitude,Probability,Medium
Q08059,10,-0.0675,0.852936,0.7,67.6,negative_discrimination,Quantitative Aptitude,Geometry,Medium
Q02781,12,-0.0662,0.837935,0.5,98.2,negative_discrimination,Data Interpretation,Caselets,Hard
Q07437,10,-0.0661,0.855986,0.7,64.0,negative_discrimination,Quantitative Aptitude,Trigonometry,Medium
Q04607,14,-0.0657,0.8235,0.8571,59.4,negative_discrimination,Quantitative Aptitude,Averages,Medium
Q05357,11,-0.0654,0.848388,0.4545,86.1,negative_discrimination,Logical Reasoning,Puzzles,Hard
Q04908,10,-0.0653,0.857868,0.6,37.3,negative_discrimination,Data Interpretation,Venn-based DI,Easy
Q00795,10,-0.0653,0.857695,0.8,37.1,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Medium
Q03157,12,-0.0651,0.8407,0.6667,56.9,negative_discrimination,Logical Reasoning,Ranking & Order,Medium
Q10175,12,-0.0651,0.840708,0.75,27.3,negative_discrimination,Logical Reasoning,Syllogisms,Easy
Q08538,11,-0.065,0.849492,0.8182,30.2,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q01453,10,-0.0646,0.859371,0.3,47.1,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q02181,10,-0.0642,0.860119,0.6,33.8,negative_discrimination,Data Interpretation,Line Graphs,Medium
Q01360,13,-0.0641,0.835278,0.6923,61.3,negative_discrimination,Quantitative Aptitude,Set Theory,Medium
Q04672,11,-0.0641,0.851451,0.4545,45.4,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q10147,10,-0.063,0.862721,0.4,41.2,negative_discrimination,Quantitative Aptitude,Algebra,Medium
Q04807,13,-0.0629,0.838184,0.5385,28.4,negative_discrimination,Verbal Ability,Cloze Test,Easy
Q07323,15,-0.0628,0.824084,0.4,70.3,negative_discrimination,Logical Reasoning,Syllogisms,Hard
Q09707,10,-0.0628,0.863123,0.5,55.5,negative_discrimination,Quantitative Aptitude,Mixtures & Alligations,Medium
Q00300,13,-0.0627,0.838758,0.6154,59.5,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q07860,17,-0.0624,0.811818,0.6471,57.8,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q09286,10,-0.0621,0.864646,0.6,30.8,negative_discrimination,Logical Reasoning,Direction Sense,Easy
Q00668,10,-0.0617,0.865589,0.3,83.5,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q04532,11,-0.0614,0.857608,0.1818,54.8,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q00686,13,-0.0613,0.842396,0.5385,53.3,negative_discrimination,Logical Reasoning,Series Completion,Medium
Q00561,16,-0.0612,0.821936,0.375,81.3,negative_discrimination,Quantitative Aptitude,Mixtures & Alligations,Hard
Q07262,10,-0.061,0.867088,0.5,30.5,negative_discrimination,Data Interpretation,Venn-based DI,Easy
Q00183,11,-0.0608,0.859167,0.6364,58.9,negative_discrimination,Logical Reasoning,Input-Output,Medium
Q00241,12,-0.0606,0.851602,0.75,59.3,negative_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q03640,13,-0.0598,0.846024,0.5385,61.9,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q02186,12,-0.0596,0.854032,0.8333,30.5,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q08188,15,-0.0595,0.833169,0.7333,52.0,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Medium
Q10365,10,-0.059,0.871443,0.8,77.2,negative_discrimination,Verbal Ability,Error Spotting,Hard
Q03061,11,-0.0589,0.863394,0.6364,29.0,negative_discrimination,Verbal Ability,Cloze Test,Easy
Q01634,13,-0.0586,0.849102,0.6923,29.6,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q00916,13,-0.0581,0.850405,0.7692,26.6,negative_discrimination,Data Interpretation,Tables,Easy
Q03570,13,-0.058,0.850602,0.6154,32.6,negative_discrimination,Quantitative Aptitude,Probability,Easy
Q02427,15,-0.058,0.837392,0.5333,54.8,negative_discrimination,Verbal Ability,Reading Comprehension,Medium
Q05780,12,-0.0579,0.858035,0.8333,72.5,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q01825,11,-0.0578,0.866013,0.4545,55.5,negative_discrimination,Verbal Ability,Critical Reasoning,Medium
Q06515,11,-0.0578,0.865967,0.9091,31.1,negative_discrimination,Quantitative Aptitude,Permutation & Combination,Easy
Q09496,10,-0.0576,0.874434,0.2,65.6,negative_discrimination,Verbal Ability,Para Jumbles,Hard
Q06783,15,-0.0573,0.83939,0.7333,29.6,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q08819,10,-0.0572,0.87522,0.7,60.2,negative_discrimination,Verbal Ability,Odd One Out,Medium
Q06466,10,-0.0569,0.875919,0.6,34.5,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q10101,12,-0.0566,0.861217,0.6667,31.2,negative_discrimination,Logical Reasoning,Syllogisms,Easy
Q10436,14,-0.0564,0.848171,0.4286,65.2,negative_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q01552,12,-0.0558,0.863319,0.5833,27.1,negative_discrimination,Verbal Ability,Error Spotting,Easy
Q07199,10,-0.0558,0.878296,0.5,103.6,negative_discrimination,Quantitative Aptitude,Surds & Indices,Hard
Q07506,10,-0.0557,0.878436,0.4,81.2,negative_discrimination,Logical Reasoning,Series Completion,Hard
Q06892,10,-0.0554,0.879105,0.7,49.0,negative_discrimination,Quantitative Aptitude,Geometry,Medium
Q00875,11,-0.055,0.872337,0.5455,79.7,negative_discrimination,Data Interpretation,Caselets,Hard
Q10414,17,-0.0547,0.834821,0.7059,27.5,negative_discrimination,Verbal Ability,Cloze Test,Easy
Q00910,13,-0.0547,0.859251,0.2308,93.3,negative_discrimination,Verbal Ability,Error Spotting,Hard
Q00428,11,-0.0546,0.87332,0.3636,96.0,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q10007,10,-0.0546,0.881016,0.6,60.7,negative_discrimination,Verbal Ability,Error Spotting,Medium
Q04011,13,-0.0545,0.859736,0.6154,71.1,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q04268,14,-0.0542,0.853999,0.0714,98.0,negative_discrimination,Logical Reasoning,Input-Output,Hard
Q05201,16,-0.0542,0.841986,0.375,105.9,negative_discrimination,Data Interpretation,Caselets,Hard
Q05980,12,-0.0541,0.867338,0.5,56.8,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Medium
Q00565,10,-0.0541,0.881974,0.4,89.5,negative_discrimination,Data Interpretation,Venn-based DI,Hard
Q02970,10,-0.0538,0.88257,0.6,28.9,negative_discrimination,Logical Reasoning,Direction Sense,Easy
Q04718,13,-0.0537,0.861565,0.8462,33.2,negative_discrimination,Logical Reasoning,Blood Relations,Easy
Q00742,13,-0.0537,0.861734,0.6923,27.5,negative_discrimination,Logical Reasoning,Seating Arrangement,Easy
Q02451,14,-0.0536,0.85553,0.5714,65.3,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q03340,10,-0.0533,0.883711,0.9,24.4,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q05206,13,-0.0531,0.86325,0.3846,55.3,negative_discrimination,Verbal Ability,Fill in the Blanks,Medium
Q09302,10,-0.0529,0.88466,0.7,26.6,negative_discrimination,Logical Reasoning,Blood Relations,Easy
Q04997,12,-0.0529,0.870405,0.25,92.8,negative_discrimination,Verbal Ability,Error Spotting,Hard
Q08482,13,-0.0528,0.864048,0.5385,32.1,negative_discrimination,Logical Reasoning,Venn Diagrams,Easy
Q06149,12,-0.0525,0.871267,0.6667,45.9,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q01959,16,-0.0524,0.847102,0.625,31.0,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q05025,12,-0.0522,0.871982,0.5833,31.9,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q00846,10,-0.0521,0.886374,0.9,24.1,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q02409,15,-0.0519,0.854165,0.5333,53.3,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Medium
Q06697,14,-0.0516,0.861002,0.3571,28.8,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q06509,13,-0.0514,0.867491,0.5385,25.9,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q08937,10,-0.0513,0.888183,0.6,27.2,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Easy
Q04467,11,-0.0512,0.881057,0.5455,92.5,negative_discrimination,Logical Reasoning,Puzzles,Hard
Q01589,13,-0.051,0.868663,0.5385,81.5,negative_discrimination,Logical Reasoning,Statement & Assumption,Hard
Q04010,13,-0.051,0.868622,0.6154,62.8,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Medium
Q09749,14,-0.051,0.862474,0.5714,29.4,negative_discrimination,Data Interpretation,Radar/Spider Charts,Easy
Q03913,10,-0.0507,0.889335,0.9,25.3,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q03566,13,-0.0505,0.869926,0.4615,86.9,negative_discrimination,Data Interpretation,Venn-based DI,Hard
Q04967,12,-0.0505,0.876209,0.5,73.5,negative_discrimination,Quantitative Aptitude,Compound Interest,Hard
Q03555,12,-0.0499,0.877549,0.4167,80.8,negative_discrimination,Logical Reasoning,Ranking & Order,Hard
Q07674,15,-0.0496,0.860656,0.4667,98.5,negative_discrimination,Logical Reasoning,Puzzles,Hard
Q03604,13,-0.0495,0.872321,0.6154,54.3,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q04317,10,-0.0495,0.892043,0.8,24.4,negative_discrimination,Verbal Ability,Odd One Out,Easy
Q03790,15,-0.0493,0.861626,0.5333,65.3,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q02755,11,-0.0487,0.886937,0.7273,30.5,negative_discrimination,Verbal Ability,Cloze Test,Easy
Q03796,10,-0.0483,0.894509,0.5,61.2,negative_discrimination,Verbal Ability,Sentence Correction,Medium
Q03423,15,-0.0483,0.864348,0.5333,93.3,negative_discrimination,Verbal Ability,Cloze Test,Hard
Q08009,12,-0.0482,0.881787,0.5833,43.1,negative_discrimination,Data Interpretation,Line Graphs,Medium
Q09263,13,-0.0475,0.877498,0.2308,52.1,negative_discrimination,Logical Reasoning,Direction Sense,Medium
Q07501,10,-0.0472,0.89703,0.5,61.2,negative_discrimination,Verbal Ability,Cloze Test,Medium
Q09293,11,-0.0471,0.890708,0.3636,43.2,negative_discrimination,Quantitative Aptitude,Ratio & Proportion,Medium
Q05044,12,-0.0471,0.88455,0.5,53.8,negative_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q02338,13,-0.0471,0.878576,0.6923,32.8,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q05037,12,-0.047,0.884773,0.4167,77.2,negative_discrimination,Quantitative Aptitude,Compound Interest,Hard
Q08341,13,-0.0469,0.879093,0.9231,18.7,negative_discrimination,Logical Reasoning,Syllogisms,Easy
Q02713,11,-0.0466,0.891873,0.5455,56.2,negative_discrimination,Data Interpretation,Pie Charts,Medium
Q05567,13,-0.0462,0.880988,0.6923,66.7,negative_discrimination,Data Interpretation,Bar Graphs,Hard
Q00106,11,-0.0461,0.893024,0.4545,73.2,negative_discrimination,Logical Reasoning,Statement & Assumption,Hard
Q05761,18,-0.0459,0.856356,0.6111,101.4,negative_discrimination,Quantitative Aptitude,Partnership,Hard
Q03846,18,-0.0459,0.856586,0.6111,28.7,negative_discrimination,Verbal Ability,Sentence Correction,Easy
Q03769,13,-0.0459,0.881676,0.7692,27.8,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q09890,13,-0.0457,0.882064,0.6923,22.1,negative_discrimination,Logical Reasoning,Seating Arrangement,Easy
Q02695,11,-0.0456,0.894068,0.6364,66.1,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q00646,18,-0.0453,0.858275,0.6667,54.4,negative_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q06650,10,-0.0446,0.902585,0.9,33.7,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q01922,12,-0.0446,0.890607,0.8333,31.2,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Easy
Q00376,15,-0.0446,0.874553,0.5333,48.3,negative_discrimination,Data Interpretation,Caselets,Medium
Q03669,12,-0.0445,0.890672,0.6667,28.0,negative_discrimination,Quantitative Aptitude,Mixtures & Alligations,Easy
Q08744,10,-0.0444,0.903049,0.7,47.1,negative_discrimination,Verbal Ability,Para Summary,Medium
Q01572,13,-0.0444,0.885573,0.6923,26.2,negative_discrimination,Logical Reasoning,Blood Relations,Easy
Q10154,15,-0.0442,0.875605,0.5333,59.9,negative_discrimination,Quantitative Aptitude,Averages,Medium
Q06986,15,-0.0439,0.876622,0.7333,29.1,negative_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q02636,10,-0.0433,0.905533,0.6,30.0,negative_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q06413,15,-0.043,0.879075,0.4667,86.7,negative_discrimination,Verbal Ability,Reading Comprehension,Hard
Q07673,13,-0.0427,0.889933,0.5385,32.1,negative_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q05776,10,-0.0426,0.906876,0.8,68.8,negative_discrimination,Quantitative Aptitude,Logarithms,Medium
Q05422,10,-0.0425,0.907141,0.5,106.6,negative_discrimination,Logical Reasoning,Clocks & Calendars,Hard
Q06311,10,-0.0425,0.907119,0.6,49.9,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q04376,10,-0.0421,0.908058,0.7,23.5,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q05091,10,-0.042,0.908216,0.5,55.0,negative_discrimination,Quantitative Aptitude,Averages,Medium
Q05815,13,-0.042,0.891601,0.3077,99.5,negative_discrimination,Data Interpretation,Line Graphs,Hard
Q10217,13,-0.0419,0.891854,0.3846,91.0,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Hard
Q00821,11,-0.0416,0.903421,0.6364,50.1,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q01898,11,-0.0415,0.903513,0.3636,55.1,negative_discrimination,Data Interpretation,Data Sufficiency (DI),Medium
Q00424,11,-0.0414,0.90373,0.3636,72.5,negative_discrimination,Quantitative Aptitude,Partnership,Hard
Q04221,14,-0.0413,0.888611,0.7143,27.9,negative_discrimination,Data Interpretation,Caselets,Easy
Q05672,11,-0.041,0.904745,0.8182,55.8,negative_discrimination,Quantitative Aptitude,Mensuration,Medium
Q04000,11,-0.041,0.904755,0.2727,55.2,negative_discrimination,Data Interpretation,Tables,Medium
Q01273,13,-0.0409,0.894417,0.2308,103.1,negative_discrimination,Logical Reasoning,Seating Arrangement,Hard
Q00272,13,-0.0401,0.896575,0.5385,25.0,negative_discrimination,Quantitative Aptitude,Pipes & Cisterns,Easy
Q03657,19,-0.0401,0.870485,0.8947,24.2,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q06002,12,-0.0397,0.902538,0.5,54.8,negative_discrimination,Data Interpretation,Mixed DI Sets,Medium
Q10338,16,-0.0396,0.88437,0.6875,62.2,negative_discrimination,Logical Reasoning,Statement & Conclusion,Medium
Q05465,11,-0.0395,0.908095,0.5455,29.5,negative_discrimination,Data Interpretation,Line Graphs,Easy
Q04920,13,-0.0394,0.898234,0.5385,96.4,negative_discrimination,Logical Reasoning,Statement & Assumption,Hard
Q06056,11,-0.0393,0.908759,0.4545,62.8,negative_discrimination,Logical Reasoning,Puzzles,Medium
Q00858,14,-0.0392,0.894185,0.6429,49.7,negative_discrimination,Quantitative Aptitude,Trigonometry,Medium
Q06994,11,-0.0392,0.908819,0.2727,60.2,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Medium
Q06557,15,-0.0391,0.890037,0.6667,54.1,negative_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q08738,14,-0.039,0.89456,0.7143,68.4,negative_discrimination,Data Interpretation,Mixed DI Sets,Medium
Q03531,18,-0.0387,0.87893,0.5556,76.9,negative_discrimination,Verbal Ability,Reading Comprehension,Hard
Q01672,11,-0.0386,0.91032,0.5455,27.3,negative_discrimination,Logical Reasoning,Statement & Assumption,Easy
Q06908,10,-0.0386,0.915739,0.5,62.7,negative_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q02554,10,-0.038,0.916983,0.5,49.7,negative_discrimination,Quantitative Aptitude,Progressions (AP/GP),Medium
Q06461,10,-0.0379,0.917296,0.8,89.2,negative_discrimination,Logical Reasoning,Clocks & Calendars,Hard
Q06968,17,-0.0379,0.885137,0.3529,45.7,negative_discrimination,Verbal Ability,Synonyms & Antonyms,Medium
Q04454,12,-0.0378,0.907207,0.5,92.8,negative_discrimination,Quantitative Aptitude,Quadratic Equations,Hard
Q08643,12,-0.0376,0.907651,0.5833,60.8,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q05713,16,-0.0373,0.890787,0.5625,62.8,negative_discrimination,Logical Reasoning,Blood Relations,Medium
Q05966,12,-0.0371,0.908838,0.4167,29.4,negative_discrimination,Data Interpretation,Bar Graphs,Easy
Q04736,13,-0.0368,0.905054,0.6154,25.5,negative_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q01632,13,-0.0367,0.905255,0.4615,33.3,negative_discrimination,Quantitative Aptitude,Mixtures & Alligations,Easy
Q10389,15,-0.0363,0.897896,0.4667,56.5,negative_discrimination,Data Interpretation,Tables,Medium
Q08203,10,-0.0362,0.920902,0.6,25.2,negative_discrimination,Verbal Ability,Para Summary,Easy
Q02274,15,-0.0361,0.898304,0.4667,65.2,negative_discrimination,Logical Reasoning,Syllogisms,Medium
Q02456,13,-0.0359,0.907321,0.6154,27.8,negative_discrimination,Quantitative Aptitude,Profit & Loss,Easy
Q08719,15,-0.0356,0.899834,0.9333,34.5,negative_discrimination,Logical Reasoning,Series Completion,Easy
Q00041,11,-0.0355,0.917505,0.3636,87.0,negative_discrimination,Logical Reasoning,Direction Sense,Hard
Q10206,16,-0.0352,0.897172,0.5625,26.6,negative_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q03285,10,-0.035,0.923553,0.9,35.7,negative_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q04274,14,-0.035,0.905314,0.4286,90.8,negative_discrimination,Verbal Ability,Critical Reasoning,Hard
Q10131,11,-0.0349,0.918799,0.7273,31.4,negative_discrimination,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q01007,10,-0.0348,0.923925,0.9,24.7,negative_discrimination,Verbal Ability,Para Jumbles,Easy
Q08913,13,-0.0345,0.910878,0.6154,72.9,negative_discrimination,Quantitative Aptitude,Compound Interest,Medium
Q06128,14,-0.0345,0.906728,0.4286,30.8,negative_discrimination,Data Interpretation,Pie Charts,Easy
Q07882,10,-0.0344,0.924876,0.6,67.4,negative_discrimination,Verbal Ability,Para Summary,Hard
Q01514,14,-0.0336,0.909313,0.5,67.6,negative_discrimination,Verbal Ability,Para Jumbles,Medium
Q04155,11,-0.0333,0.922661,0.5455,51.0,negative_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q05483,11,-0.0333,0.92268,0.8182,29.4,negative_discrimination,Data Interpretation,Caselets,Easy
Q07898,10,-0.0331,0.92769,0.9,29.4,negative_discrimination,Quantitative Aptitude,Mensuration,Easy
Q05686,14,-0.0328,0.911278,0.6429,80.8,negative_discrimination,Logical Reasoning,Blood Relations,Hard
Q09704,13,-0.0327,0.915553,0.7692,100.4,negative_discrimination,Logical Reasoning,Syllogisms,Hard
Q01501,10,-0.0327,0.928521,0.7,30.8,negative_discrimination,Quantitative Aptitude,Linear Equations,Easy
Q09092,10,-0.0326,0.928779,0.4,70.0,negative_discrimination,Verbal Ability,Para Summary,Medium
Q09282,14,-0.0325,0.912217,0.7143,33.4,negative_discrimination,Quantitative Aptitude,Partnership,Easy
Q09126,13,-0.0323,0.916502,0.7692,34.0,negative_discrimination,Verbal Ability,Verbal Analogies,Easy
Q03163,12,-0.0322,0.920846,0.5,68.8,negative_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q02416,12,-0.032,0.92137,0.75,29.1,negative_discrimination,Quantitative Aptitude,Logarithms,Easy
Q05101,13,-0.032,0.917373,0.6923,26.7,negative_discrimination,Quantitative Aptitude,Time & Work,Easy
Q05109,13,-0.0313,0.919174,0.6923,31.5,negative_discrimination,Verbal Ability,Error Spotting,Easy
Q03927,11,-0.0309,0.928223,0.4545,61.9,negative_discrimination,Logical Reasoning,Input-Output,Medium
Q03830,18,-0.0309,0.903077,0.5,69.9,negative_discrimination,Quantitative Aptitude,Logarithms,Hard
Q09058,18,-0.0304,0.90469,0.4444,103.0,negative_discrimination,Logical Reasoning,Analogy,Hard
Q04495,13,-0.0301,0.922235,0.7692,29.7,negative_discrimination,Quantitative Aptitude,Mensuration,Easy
Q04062,12,-0.03,0.926199,0.75,25.8,negative_discrimination,Logical Reasoning,Data Sufficiency,Easy
